state,county,d_date,total
virginia,essex,2020-05-02 00:00:00 +0000 UTC,8
south dakota,day,2020-05-02 00:00:00 +0000 UTC,8
texas,parmer,2020-05-02 00:00:00 +0000 UTC,8
nevada,lander,2020-05-02 00:00:00 +0000 UTC,8
texas,wheeler,2020-05-02 00:00:00 +0000 UTC,8
south dakota,stanley,2020-05-02 00:00:00 +0000 UTC,8
michigan,leelanau,2020-05-02 00:00:00 +0000 UTC,9
wisconsin,douglas,2020-05-02 00:00:00 +0000 UTC,9
washington,stevens,2020-05-02 00:00:00 +0000 UTC,9
michigan,wexford,2020-05-02 00:00:00 +0000 UTC,9
georgia,clinch,2020-05-02 00:00:00 +0000 UTC,9
georgia,tattnall,2020-05-02 00:00:00 +0000 UTC,9
florida,unknown,2020-05-02 00:00:00 +0000 UTC,9
vermont,orleans,2020-05-02 00:00:00 +0000 UTC,9
tennessee,overton,2020-05-02 00:00:00 +0000 UTC,9
oklahoma,bryan,2020-05-02 00:00:00 +0000 UTC,9
missouri,cooper,2020-05-02 00:00:00 +0000 UTC,9
kentucky,wayne,2020-05-02 00:00:00 +0000 UTC,9
arkansas,chicot,2020-05-02 00:00:00 +0000 UTC,9
illinois,franklin,2020-05-02 00:00:00 +0000 UTC,9
tennessee,meigs,2020-05-02 00:00:00 +0000 UTC,9
utah,morgan,2020-05-02 00:00:00 +0000 UTC,9
iowa,butler,2020-05-02 00:00:00 +0000 UTC,9
iowa,hardin,2020-05-02 00:00:00 +0000 UTC,9
south dakota,lawrence,2020-05-02 00:00:00 +0000 UTC,9
oregon,morrow,2020-05-02 00:00:00 +0000 UTC,9
new mexico,roosevelt,2020-05-02 00:00:00 +0000 UTC,9
texas,starr,2020-05-02 00:00:00 +0000 UTC,9
missouri,wright,2020-05-02 00:00:00 +0000 UTC,9
kentucky,bracken,2020-05-02 00:00:00 +0000 UTC,9
kentucky,breckinridge,2020-05-02 00:00:00 +0000 UTC,9
illinois,carroll,2020-05-02 00:00:00 +0000 UTC,9
louisiana,east carroll,2020-05-02 00:00:00 +0000 UTC,9
virginia,northumberland,2020-05-02 00:00:00 +0000 UTC,9
iowa,shelby,2020-05-02 00:00:00 +0000 UTC,9
new york,lewis,2020-05-02 00:00:00 +0000 UTC,9
south dakota,roberts,2020-05-02 00:00:00 +0000 UTC,9
texas,swisher,2020-05-02 00:00:00 +0000 UTC,9
virginia,king william,2020-05-02 00:00:00 +0000 UTC,9
kansas,barton,2020-05-02 00:00:00 +0000 UTC,9
illinois,ford,2020-05-02 00:00:00 +0000 UTC,9
indiana,benton,2020-05-02 00:00:00 +0000 UTC,9
alabama,conecuh,2020-05-02 00:00:00 +0000 UTC,9
georgia,lanier,2020-05-02 00:00:00 +0000 UTC,9
indiana,blackford,2020-05-02 00:00:00 +0000 UTC,9
north carolina,gates,2020-05-02 00:00:00 +0000 UTC,9
arkansas,sharp,2020-05-02 00:00:00 +0000 UTC,9
virginia,pulaski,2020-05-02 00:00:00 +0000 UTC,9
virginia,charlotte,2020-05-02 00:00:00 +0000 UTC,9
tennessee,henderson,2020-05-02 00:00:00 +0000 UTC,9
nebraska,phelps,2020-05-02 00:00:00 +0000 UTC,9
kentucky,trigg,2020-05-02 00:00:00 +0000 UTC,9
wisconsin,pierce,2020-05-02 00:00:00 +0000 UTC,10
west virginia,mercer,2020-05-02 00:00:00 +0000 UTC,10
oklahoma,custer,2020-05-02 00:00:00 +0000 UTC,10
arkansas,independence,2020-05-02 00:00:00 +0000 UTC,10
wisconsin,dunn,2020-05-02 00:00:00 +0000 UTC,10
minnesota,wabasha,2020-05-02 00:00:00 +0000 UTC,10
tennessee,chester,2020-05-02 00:00:00 +0000 UTC,10
virginia,lee,2020-05-02 00:00:00 +0000 UTC,10
oklahoma,pontotoc,2020-05-02 00:00:00 +0000 UTC,10
ohio,highland,2020-05-02 00:00:00 +0000 UTC,10
nebraska,saunders,2020-05-02 00:00:00 +0000 UTC,10
missouri,newton,2020-05-02 00:00:00 +0000 UTC,10
colorado,otero,2020-05-02 00:00:00 +0000 UTC,10
west virginia,raleigh,2020-05-02 00:00:00 +0000 UTC,10
virginia,greene,2020-05-02 00:00:00 +0000 UTC,10
texas,jackson,2020-05-02 00:00:00 +0000 UTC,10
kansas,jefferson,2020-05-02 00:00:00 +0000 UTC,10
iowa,monona,2020-05-02 00:00:00 +0000 UTC,10
virginia,galax city,2020-05-02 00:00:00 +0000 UTC,10
indiana,huntington,2020-05-02 00:00:00 +0000 UTC,10
wisconsin,marinette,2020-05-02 00:00:00 +0000 UTC,10
wisconsin,waupaca,2020-05-02 00:00:00 +0000 UTC,10
colorado,baca,2020-05-02 00:00:00 +0000 UTC,10
texas,kleberg,2020-05-02 00:00:00 +0000 UTC,10
texas,san jacinto,2020-05-02 00:00:00 +0000 UTC,10
kansas,stevens,2020-05-02 00:00:00 +0000 UTC,10
mississippi,alcorn,2020-05-02 00:00:00 +0000 UTC,10
michigan,antrim,2020-05-02 00:00:00 +0000 UTC,10
kansas,atchison,2020-05-02 00:00:00 +0000 UTC,10
illinois,crawford,2020-05-02 00:00:00 +0000 UTC,10
florida,holmes,2020-05-02 00:00:00 +0000 UTC,10
virginia,clarke,2020-05-02 00:00:00 +0000 UTC,10
nebraska,kimball,2020-05-02 00:00:00 +0000 UTC,10
georgia,webster,2020-05-02 00:00:00 +0000 UTC,10
north dakota,williams,2020-05-02 00:00:00 +0000 UTC,10
idaho,gooding,2020-05-02 00:00:00 +0000 UTC,10
maine,hancock,2020-05-02 00:00:00 +0000 UTC,10
texas,wood,2020-05-02 00:00:00 +0000 UTC,10
missouri,new madrid,2020-05-02 00:00:00 +0000 UTC,10
iowa,o'brien,2020-05-02 00:00:00 +0000 UTC,10
iowa,howard,2020-05-02 00:00:00 +0000 UTC,10
alabama,perry,2020-05-02 00:00:00 +0000 UTC,10
texas,pecos,2020-05-02 00:00:00 +0000 UTC,10
iowa,delaware,2020-05-02 00:00:00 +0000 UTC,10
iowa,greene,2020-05-02 00:00:00 +0000 UTC,10
illinois,shelby,2020-05-02 00:00:00 +0000 UTC,10
kentucky,ballard,2020-05-02 00:00:00 +0000 UTC,10
alabama,geneva,2020-05-02 00:00:00 +0000 UTC,10
north dakota,stutsman,2020-05-02 00:00:00 +0000 UTC,10
nebraska,polk,2020-05-02 00:00:00 +0000 UTC,10
iowa,osceola,2020-05-02 00:00:00 +0000 UTC,10
minnesota,becker,2020-05-02 00:00:00 +0000 UTC,10
kansas,meade,2020-05-02 00:00:00 +0000 UTC,10
georgia,charlton,2020-05-02 00:00:00 +0000 UTC,11
montana,silver bow,2020-05-02 00:00:00 +0000 UTC,11
arkansas,cleveland,2020-05-02 00:00:00 +0000 UTC,11
arkansas,bradley,2020-05-02 00:00:00 +0000 UTC,11
georgia,heard,2020-05-02 00:00:00 +0000 UTC,11
alabama,lamar,2020-05-02 00:00:00 +0000 UTC,11
michigan,clare,2020-05-02 00:00:00 +0000 UTC,11
massachusetts,nantucket,2020-05-02 00:00:00 +0000 UTC,11
tennessee,scott,2020-05-02 00:00:00 +0000 UTC,11
iowa,sioux,2020-05-02 00:00:00 +0000 UTC,11
missouri,clinton,2020-05-02 00:00:00 +0000 UTC,11
kentucky,logan,2020-05-02 00:00:00 +0000 UTC,11
north dakota,dunn,2020-05-02 00:00:00 +0000 UTC,11
michigan,manistee,2020-05-02 00:00:00 +0000 UTC,11
wyoming,sweetwater,2020-05-02 00:00:00 +0000 UTC,11
kentucky,mccreary,2020-05-02 00:00:00 +0000 UTC,11
texas,terry,2020-05-02 00:00:00 +0000 UTC,11
oklahoma,craig,2020-05-02 00:00:00 +0000 UTC,11
wyoming,johnson,2020-05-02 00:00:00 +0000 UTC,11
kentucky,mercer,2020-05-02 00:00:00 +0000 UTC,11
indiana,warren,2020-05-02 00:00:00 +0000 UTC,11
colorado,alamosa,2020-05-02 00:00:00 +0000 UTC,11
illinois,bureau,2020-05-02 00:00:00 +0000 UTC,11
idaho,gem,2020-05-02 00:00:00 +0000 UTC,11
west virginia,hancock,2020-05-02 00:00:00 +0000 UTC,11
georgia,hart,2020-05-02 00:00:00 +0000 UTC,11
missouri,ray,2020-05-02 00:00:00 +0000 UTC,11
nebraska,gosper,2020-05-02 00:00:00 +0000 UTC,11
tennessee,mcnairy,2020-05-02 00:00:00 +0000 UTC,11
virginia,wythe,2020-05-02 00:00:00 +0000 UTC,11
ohio,brown,2020-05-02 00:00:00 +0000 UTC,11
missouri,pike,2020-05-02 00:00:00 +0000 UTC,11
tennessee,humphreys,2020-05-02 00:00:00 +0000 UTC,11
kentucky,rockcastle,2020-05-02 00:00:00 +0000 UTC,11
south carolina,allendale,2020-05-02 00:00:00 +0000 UTC,11
texas,colorado,2020-05-02 00:00:00 +0000 UTC,11
tennessee,polk,2020-05-02 00:00:00 +0000 UTC,11
north carolina,stokes,2020-05-02 00:00:00 +0000 UTC,11
michigan,presque isle,2020-05-02 00:00:00 +0000 UTC,11
kentucky,greenup,2020-05-02 00:00:00 +0000 UTC,11
georgia,atkinson,2020-05-02 00:00:00 +0000 UTC,11
ohio,scioto,2020-05-02 00:00:00 +0000 UTC,11
kentucky,whitley,2020-05-02 00:00:00 +0000 UTC,11
nebraska,clay,2020-05-02 00:00:00 +0000 UTC,11
indiana,perry,2020-05-02 00:00:00 +0000 UTC,11
wyoming,sheridan,2020-05-02 00:00:00 +0000 UTC,12
washington,grays harbor,2020-05-02 00:00:00 +0000 UTC,12
kentucky,montgomery,2020-05-02 00:00:00 +0000 UTC,12
california,mendocino,2020-05-02 00:00:00 +0000 UTC,12
arkansas,sevier,2020-05-02 00:00:00 +0000 UTC,12
georgia,lincoln,2020-05-02 00:00:00 +0000 UTC,12
new mexico,lea,2020-05-02 00:00:00 +0000 UTC,12
virginia,amherst,2020-05-02 00:00:00 +0000 UTC,12
tennessee,perry,2020-05-02 00:00:00 +0000 UTC,12
new hampshire,sullivan,2020-05-02 00:00:00 +0000 UTC,12
missouri,adair,2020-05-02 00:00:00 +0000 UTC,12
mississippi,tallahatchie,2020-05-02 00:00:00 +0000 UTC,12
missouri,taney,2020-05-02 00:00:00 +0000 UTC,12
alabama,cleburne,2020-05-02 00:00:00 +0000 UTC,12
texas,erath,2020-05-02 00:00:00 +0000 UTC,12
texas,san patricio,2020-05-02 00:00:00 +0000 UTC,12
mississippi,benton,2020-05-02 00:00:00 +0000 UTC,12
tennessee,cannon,2020-05-02 00:00:00 +0000 UTC,12
indiana,fountain,2020-05-02 00:00:00 +0000 UTC,12
west virginia,mason,2020-05-02 00:00:00 +0000 UTC,12
indiana,posey,2020-05-02 00:00:00 +0000 UTC,12
oklahoma,sequoyah,2020-05-02 00:00:00 +0000 UTC,12
florida,washington,2020-05-02 00:00:00 +0000 UTC,12
minnesota,wilkin,2020-05-02 00:00:00 +0000 UTC,12
georgia,chattahoochee,2020-05-02 00:00:00 +0000 UTC,12
wisconsin,richland,2020-05-02 00:00:00 +0000 UTC,12
illinois,menard,2020-05-02 00:00:00 +0000 UTC,12
oklahoma,seminole,2020-05-02 00:00:00 +0000 UTC,12
wisconsin,jackson,2020-05-02 00:00:00 +0000 UTC,12
nebraska,york,2020-05-02 00:00:00 +0000 UTC,12
south carolina,bamberg,2020-05-02 00:00:00 +0000 UTC,12
oregon,malheur,2020-05-02 00:00:00 +0000 UTC,12
illinois,mason,2020-05-02 00:00:00 +0000 UTC,12
virginia,cumberland,2020-05-02 00:00:00 +0000 UTC,12
kentucky,meade,2020-05-02 00:00:00 +0000 UTC,12
north carolina,haywood,2020-05-02 00:00:00 +0000 UTC,12
indiana,parke,2020-05-02 00:00:00 +0000 UTC,12
iowa,lee,2020-05-02 00:00:00 +0000 UTC,12
iowa,marion,2020-05-02 00:00:00 +0000 UTC,12
texas,dallam,2020-05-02 00:00:00 +0000 UTC,12
michigan,mason,2020-05-02 00:00:00 +0000 UTC,12
kentucky,todd,2020-05-02 00:00:00 +0000 UTC,12
nebraska,dixon,2020-05-02 00:00:00 +0000 UTC,12
michigan,charlevoix,2020-05-02 00:00:00 +0000 UTC,13
colorado,clear creek,2020-05-02 00:00:00 +0000 UTC,13
illinois,woodford,2020-05-02 00:00:00 +0000 UTC,13
maine,lincoln,2020-05-02 00:00:00 +0000 UTC,13
kentucky,lyon,2020-05-02 00:00:00 +0000 UTC,13
virginia,charles city,2020-05-02 00:00:00 +0000 UTC,13
illinois,washington,2020-05-02 00:00:00 +0000 UTC,13
arkansas,sebastian,2020-05-02 00:00:00 +0000 UTC,13
minnesota,chisago,2020-05-02 00:00:00 +0000 UTC,13
minnesota,fillmore,2020-05-02 00:00:00 +0000 UTC,13
wisconsin,green,2020-05-02 00:00:00 +0000 UTC,13
kentucky,spencer,2020-05-02 00:00:00 +0000 UTC,13
illinois,jo daviess,2020-05-02 00:00:00 +0000 UTC,13
south dakota,hughes,2020-05-02 00:00:00 +0000 UTC,13
south dakota,pennington,2020-05-02 00:00:00 +0000 UTC,13
south dakota,brookings,2020-05-02 00:00:00 +0000 UTC,13
california,calaveras,2020-05-02 00:00:00 +0000 UTC,13
idaho,cassia,2020-05-02 00:00:00 +0000 UTC,13
mississippi,choctaw,2020-05-02 00:00:00 +0000 UTC,13
arkansas,columbia,2020-05-02 00:00:00 +0000 UTC,13
arkansas,conway,2020-05-02 00:00:00 +0000 UTC,13
kansas,pottawatomie,2020-05-02 00:00:00 +0000 UTC,13
west virginia,preston,2020-05-02 00:00:00 +0000 UTC,13
texas,austin,2020-05-02 00:00:00 +0000 UTC,13
new mexico,eddy,2020-05-02 00:00:00 +0000 UTC,13
alabama,lawrence,2020-05-02 00:00:00 +0000 UTC,13
texas,limestone,2020-05-02 00:00:00 +0000 UTC,13
west virginia,logan,2020-05-02 00:00:00 +0000 UTC,13
virginia,nottoway,2020-05-02 00:00:00 +0000 UTC,13
arkansas,howard,2020-05-02 00:00:00 +0000 UTC,13
texas,val verde,2020-05-02 00:00:00 +0000 UTC,13
oregon,wasco,2020-05-02 00:00:00 +0000 UTC,13
texas,willacy,2020-05-02 00:00:00 +0000 UTC,13
oklahoma,le flore,2020-05-02 00:00:00 +0000 UTC,13
alabama,monroe,2020-05-02 00:00:00 +0000 UTC,13
tennessee,henry,2020-05-02 00:00:00 +0000 UTC,13
west virginia,morgan,2020-05-02 00:00:00 +0000 UTC,13
michigan,delta,2020-05-02 00:00:00 +0000 UTC,13
virginia,smyth,2020-05-02 00:00:00 +0000 UTC,13
georgia,warren,2020-05-02 00:00:00 +0000 UTC,13
virginia,campbell,2020-05-02 00:00:00 +0000 UTC,13
virginia,carroll,2020-05-02 00:00:00 +0000 UTC,13
north dakota,mckenzie,2020-05-02 00:00:00 +0000 UTC,13
ohio,perry,2020-05-02 00:00:00 +0000 UTC,13
georgia,rabun,2020-05-02 00:00:00 +0000 UTC,13
florida,okeechobee,2020-05-02 00:00:00 +0000 UTC,13
north carolina,dare,2020-05-02 00:00:00 +0000 UTC,13
illinois,jersey,2020-05-02 00:00:00 +0000 UTC,13
iowa,lyon,2020-05-02 00:00:00 +0000 UTC,13
kentucky,caldwell,2020-05-02 00:00:00 +0000 UTC,13
wisconsin,manitowoc,2020-05-02 00:00:00 +0000 UTC,13
kentucky,perry,2020-05-02 00:00:00 +0000 UTC,13
virginia,staunton city,2020-05-02 00:00:00 +0000 UTC,13
georgia,wayne,2020-05-02 00:00:00 +0000 UTC,13
kansas,geary,2020-05-02 00:00:00 +0000 UTC,13
kentucky,pike,2020-05-02 00:00:00 +0000 UTC,13
oklahoma,beaver,2020-05-02 00:00:00 +0000 UTC,13
oregon,jefferson,2020-05-02 00:00:00 +0000 UTC,13
california,mariposa,2020-05-02 00:00:00 +0000 UTC,13
arkansas,grant,2020-05-02 00:00:00 +0000 UTC,14
florida,jackson,2020-05-02 00:00:00 +0000 UTC,14
oklahoma,garvin,2020-05-02 00:00:00 +0000 UTC,14
colorado,park,2020-05-02 00:00:00 +0000 UTC,14
washington,san juan,2020-05-02 00:00:00 +0000 UTC,14
mississippi,george,2020-05-02 00:00:00 +0000 UTC,14
minnesota,unknown,2020-05-02 00:00:00 +0000 UTC,14
kentucky,allen,2020-05-02 00:00:00 +0000 UTC,14
iowa,cerro gordo,2020-05-02 00:00:00 +0000 UTC,14
michigan,gladwin,2020-05-02 00:00:00 +0000 UTC,14
south dakota,codington,2020-05-02 00:00:00 +0000 UTC,14
vermont,caledonia,2020-05-02 00:00:00 +0000 UTC,14
ohio,champaign,2020-05-02 00:00:00 +0000 UTC,14
tennessee,lincoln,2020-05-02 00:00:00 +0000 UTC,14
wisconsin,monroe,2020-05-02 00:00:00 +0000 UTC,14
idaho,payette,2020-05-02 00:00:00 +0000 UTC,14
ohio,seneca,2020-05-02 00:00:00 +0000 UTC,14
alabama,bullock,2020-05-02 00:00:00 +0000 UTC,14
arizona,la paz,2020-05-02 00:00:00 +0000 UTC,14
oklahoma,lincoln,2020-05-02 00:00:00 +0000 UTC,14
michigan,mecosta,2020-05-02 00:00:00 +0000 UTC,14
michigan,oceana,2020-05-02 00:00:00 +0000 UTC,14
virginia,pittsylvania,2020-05-02 00:00:00 +0000 UTC,14
oregon,columbia,2020-05-02 00:00:00 +0000 UTC,14
texas,burleson,2020-05-02 00:00:00 +0000 UTC,14
tennessee,carter,2020-05-02 00:00:00 +0000 UTC,14
wyoming,converse,2020-05-02 00:00:00 +0000 UTC,14
kentucky,floyd,2020-05-02 00:00:00 +0000 UTC,14
arizona,gila,2020-05-02 00:00:00 +0000 UTC,14
north carolina,perquimans,2020-05-02 00:00:00 +0000 UTC,14
virginia,powhatan,2020-05-02 00:00:00 +0000 UTC,14
northern mariana islands,unknown,2020-05-02 00:00:00 +0000 UTC,14
wisconsin,door,2020-05-02 00:00:00 +0000 UTC,14
minnesota,meeker,2020-05-02 00:00:00 +0000 UTC,14
minnesota,watonwan,2020-05-02 00:00:00 +0000 UTC,14
florida,calhoun,2020-05-02 00:00:00 +0000 UTC,14
virginia,waynesboro city,2020-05-02 00:00:00 +0000 UTC,14
texas,hutchinson,2020-05-02 00:00:00 +0000 UTC,14
kentucky,mclean,2020-05-02 00:00:00 +0000 UTC,14
west virginia,fayette,2020-05-02 00:00:00 +0000 UTC,14
texas,marion,2020-05-02 00:00:00 +0000 UTC,14
new mexico,guadalupe,2020-05-02 00:00:00 +0000 UTC,14
washington,kittitas,2020-05-02 00:00:00 +0000 UTC,15
minnesota,nicollet,2020-05-02 00:00:00 +0000 UTC,15
maine,oxford,2020-05-02 00:00:00 +0000 UTC,15
texas,dewitt,2020-05-02 00:00:00 +0000 UTC,15
nevada,elko,2020-05-02 00:00:00 +0000 UTC,15
wyoming,campbell,2020-05-02 00:00:00 +0000 UTC,15
texas,upshur,2020-05-02 00:00:00 +0000 UTC,15
montana,cascade,2020-05-02 00:00:00 +0000 UTC,15
texas,castro,2020-05-02 00:00:00 +0000 UTC,15
west virginia,marshall,2020-05-02 00:00:00 +0000 UTC,15
louisiana,grant,2020-05-02 00:00:00 +0000 UTC,15
alabama,cherokee,2020-05-02 00:00:00 +0000 UTC,15
arkansas,drew,2020-05-02 00:00:00 +0000 UTC,15
texas,fayette,2020-05-02 00:00:00 +0000 UTC,15
new york,franklin,2020-05-02 00:00:00 +0000 UTC,15
virginia,madison,2020-05-02 00:00:00 +0000 UTC,15
michigan,ogemaw,2020-05-02 00:00:00 +0000 UTC,15
mississippi,quitman,2020-05-02 00:00:00 +0000 UTC,15
indiana,randolph,2020-05-02 00:00:00 +0000 UTC,15
indiana,switzerland,2020-05-02 00:00:00 +0000 UTC,15
tennessee,obion,2020-05-02 00:00:00 +0000 UTC,15
georgia,jefferson,2020-05-02 00:00:00 +0000 UTC,15
missouri,webster,2020-05-02 00:00:00 +0000 UTC,15
virginia,brunswick,2020-05-02 00:00:00 +0000 UTC,15
wisconsin,oconto,2020-05-02 00:00:00 +0000 UTC,15
georgia,screven,2020-05-02 00:00:00 +0000 UTC,15
new mexico,grant,2020-05-02 00:00:00 +0000 UTC,15
iowa,grundy,2020-05-02 00:00:00 +0000 UTC,15
north carolina,warren,2020-05-02 00:00:00 +0000 UTC,15
wisconsin,kewaunee,2020-05-02 00:00:00 +0000 UTC,15
kansas,butler,2020-05-02 00:00:00 +0000 UTC,16
iowa,harrison,2020-05-02 00:00:00 +0000 UTC,16
montana,lewis and clark,2020-05-02 00:00:00 +0000 UTC,16
tennessee,campbell,2020-05-02 00:00:00 +0000 UTC,16
kansas,franklin,2020-05-02 00:00:00 +0000 UTC,16
oklahoma,jackson,2020-05-02 00:00:00 +0000 UTC,16
arkansas,desha,2020-05-02 00:00:00 +0000 UTC,16
alaska,ketchikan gateway borough,2020-05-02 00:00:00 +0000 UTC,16
kentucky,franklin,2020-05-02 00:00:00 +0000 UTC,16
wisconsin,calumet,2020-05-02 00:00:00 +0000 UTC,16
arkansas,greene,2020-05-02 00:00:00 +0000 UTC,16
oklahoma,logan,2020-05-02 00:00:00 +0000 UTC,16
texas,van zandt,2020-05-02 00:00:00 +0000 UTC,16
texas,cass,2020-05-02 00:00:00 +0000 UTC,16
mississippi,franklin,2020-05-02 00:00:00 +0000 UTC,16
wisconsin,st. croix,2020-05-02 00:00:00 +0000 UTC,16
tennessee,cocke,2020-05-02 00:00:00 +0000 UTC,16
georgia,chattooga,2020-05-02 00:00:00 +0000 UTC,16
north carolina,cherokee,2020-05-02 00:00:00 +0000 UTC,16
washington,whitman,2020-05-02 00:00:00 +0000 UTC,16
maine,knox,2020-05-02 00:00:00 +0000 UTC,16
pennsylvania,clearfield,2020-05-02 00:00:00 +0000 UTC,16
georgia,irwin,2020-05-02 00:00:00 +0000 UTC,16
north carolina,jackson,2020-05-02 00:00:00 +0000 UTC,16
indiana,starke,2020-05-02 00:00:00 +0000 UTC,16
indiana,sullivan,2020-05-02 00:00:00 +0000 UTC,16
louisiana,vernon,2020-05-02 00:00:00 +0000 UTC,16
texas,kendall,2020-05-02 00:00:00 +0000 UTC,16
texas,milam,2020-05-02 00:00:00 +0000 UTC,16
virginia,amelia,2020-05-02 00:00:00 +0000 UTC,16
iowa,des moines,2020-05-02 00:00:00 +0000 UTC,16
iowa,mahaska,2020-05-02 00:00:00 +0000 UTC,16
michigan,missaukee,2020-05-02 00:00:00 +0000 UTC,16
oklahoma,okmulgee,2020-05-02 00:00:00 +0000 UTC,16
alabama,winston,2020-05-02 00:00:00 +0000 UTC,16
illinois,fayette,2020-05-02 00:00:00 +0000 UTC,16
georgia,jenkins,2020-05-02 00:00:00 +0000 UTC,16
pennsylvania,tioga,2020-05-02 00:00:00 +0000 UTC,16
arkansas,ashley,2020-05-02 00:00:00 +0000 UTC,16
colorado,montezuma,2020-05-02 00:00:00 +0000 UTC,16
georgia,dade,2020-05-02 00:00:00 +0000 UTC,16
texas,hill,2020-05-02 00:00:00 +0000 UTC,16
georgia,schley,2020-05-02 00:00:00 +0000 UTC,16
new mexico,torrance,2020-05-02 00:00:00 +0000 UTC,16
kentucky,russell,2020-05-02 00:00:00 +0000 UTC,16
indiana,jay,2020-05-02 00:00:00 +0000 UTC,16
ohio,guernsey,2020-05-02 00:00:00 +0000 UTC,16
nebraska,merrick,2020-05-02 00:00:00 +0000 UTC,16
wisconsin,shawano,2020-05-02 00:00:00 +0000 UTC,16
north carolina,pender,2020-05-02 00:00:00 +0000 UTC,16
minnesota,murray,2020-05-02 00:00:00 +0000 UTC,16
virginia,buchanan,2020-05-02 00:00:00 +0000 UTC,16
minnesota,rock,2020-05-02 00:00:00 +0000 UTC,16
kentucky,harrison,2020-05-02 00:00:00 +0000 UTC,17
arizona,graham,2020-05-02 00:00:00 +0000 UTC,17
washington,klickitat,2020-05-02 00:00:00 +0000 UTC,17
ohio,coshocton,2020-05-02 00:00:00 +0000 UTC,17
iowa,winneshiek,2020-05-02 00:00:00 +0000 UTC,17
california,butte,2020-05-02 00:00:00 +0000 UTC,17
michigan,roscommon,2020-05-02 00:00:00 +0000 UTC,17
indiana,brown,2020-05-02 00:00:00 +0000 UTC,17
michigan,kalkaska,2020-05-02 00:00:00 +0000 UTC,17
ohio,fayette,2020-05-02 00:00:00 +0000 UTC,17
kentucky,laurel,2020-05-02 00:00:00 +0000 UTC,17
ohio,muskingum,2020-05-02 00:00:00 +0000 UTC,17
texas,cherokee,2020-05-02 00:00:00 +0000 UTC,17
north carolina,surry,2020-05-02 00:00:00 +0000 UTC,17
idaho,bonneville,2020-05-02 00:00:00 +0000 UTC,17
tennessee,hardeman,2020-05-02 00:00:00 +0000 UTC,17
kansas,montgomery,2020-05-02 00:00:00 +0000 UTC,17
minnesota,otter tail,2020-05-02 00:00:00 +0000 UTC,17
louisiana,sabine,2020-05-02 00:00:00 +0000 UTC,17
maine,somerset,2020-05-02 00:00:00 +0000 UTC,17
south dakota,turner,2020-05-02 00:00:00 +0000 UTC,17
georgia,berrien,2020-05-02 00:00:00 +0000 UTC,17
tennessee,lawrence,2020-05-02 00:00:00 +0000 UTC,17
kentucky,marion,2020-05-02 00:00:00 +0000 UTC,17
kentucky,barren,2020-05-02 00:00:00 +0000 UTC,17
south carolina,cherokee,2020-05-02 00:00:00 +0000 UTC,17
iowa,plymouth,2020-05-02 00:00:00 +0000 UTC,17
texas,titus,2020-05-02 00:00:00 +0000 UTC,17
north carolina,jones,2020-05-02 00:00:00 +0000 UTC,17
texas,sherman,2020-05-02 00:00:00 +0000 UTC,17
utah,box elder,2020-05-02 00:00:00 +0000 UTC,18
minnesota,rice,2020-05-02 00:00:00 +0000 UTC,18
washington,clallam,2020-05-02 00:00:00 +0000 UTC,18
tennessee,hamblen,2020-05-02 00:00:00 +0000 UTC,18
tennessee,carroll,2020-05-02 00:00:00 +0000 UTC,18
minnesota,jackson,2020-05-02 00:00:00 +0000 UTC,18
ohio,knox,2020-05-02 00:00:00 +0000 UTC,18
new mexico,curry,2020-05-02 00:00:00 +0000 UTC,18
tennessee,dekalb,2020-05-02 00:00:00 +0000 UTC,18
massachusetts,dukes,2020-05-02 00:00:00 +0000 UTC,18
wisconsin,juneau,2020-05-02 00:00:00 +0000 UTC,18
georgia,taylor,2020-05-02 00:00:00 +0000 UTC,18
iowa,clayton,2020-05-02 00:00:00 +0000 UTC,18
arkansas,randolph,2020-05-02 00:00:00 +0000 UTC,18
kentucky,woodford,2020-05-02 00:00:00 +0000 UTC,18
kentucky,boyle,2020-05-02 00:00:00 +0000 UTC,18
indiana,crawford,2020-05-02 00:00:00 +0000 UTC,18
oklahoma,garfield,2020-05-02 00:00:00 +0000 UTC,18
north carolina,martin,2020-05-02 00:00:00 +0000 UTC,18
illinois,vermilion,2020-05-02 00:00:00 +0000 UTC,18
texas,jasper,2020-05-02 00:00:00 +0000 UTC,18
new york,yates,2020-05-02 00:00:00 +0000 UTC,18
washington,asotin,2020-05-02 00:00:00 +0000 UTC,18
west virginia,mineral,2020-05-02 00:00:00 +0000 UTC,18
georgia,crawford,2020-05-02 00:00:00 +0000 UTC,18
virginia,dinwiddie,2020-05-02 00:00:00 +0000 UTC,18
nebraska,howard,2020-05-02 00:00:00 +0000 UTC,18
new mexico,taos,2020-05-02 00:00:00 +0000 UTC,19
missouri,christian,2020-05-02 00:00:00 +0000 UTC,19
texas,fannin,2020-05-02 00:00:00 +0000 UTC,19
wisconsin,marathon,2020-05-02 00:00:00 +0000 UTC,19
colorado,san miguel,2020-05-02 00:00:00 +0000 UTC,19
maine,sagadahoc,2020-05-02 00:00:00 +0000 UTC,19
california,yuba,2020-05-02 00:00:00 +0000 UTC,19
michigan,grand traverse,2020-05-02 00:00:00 +0000 UTC,19
mississippi,webster,2020-05-02 00:00:00 +0000 UTC,19
ohio,logan,2020-05-02 00:00:00 +0000 UTC,19
iowa,buchanan,2020-05-02 00:00:00 +0000 UTC,19
