state,county,d_date,total
georgia,whitfield,2020-05-02 00:00:00 +0000 UTC,118
michigan,clinton,2020-05-02 00:00:00 +0000 UTC,118
alabama,coffee,2020-05-02 00:00:00 +0000 UTC,118
wyoming,fremont,2020-05-02 00:00:00 +0000 UTC,119
north carolina,iredell,2020-05-02 00:00:00 +0000 UTC,119
colorado,unknown,2020-05-02 00:00:00 +0000 UTC,119
indiana,dearborn,2020-05-02 00:00:00 +0000 UTC,119
missouri,franklin,2020-05-02 00:00:00 +0000 UTC,119
illinois,macon,2020-05-02 00:00:00 +0000 UTC,119
indiana,tippecanoe,2020-05-02 00:00:00 +0000 UTC,120
north carolina,alamance,2020-05-02 00:00:00 +0000 UTC,121
texas,harrison,2020-05-02 00:00:00 +0000 UTC,121
maryland,allegany,2020-05-02 00:00:00 +0000 UTC,121
ohio,licking,2020-05-02 00:00:00 +0000 UTC,122
oklahoma,wagoner,2020-05-02 00:00:00 +0000 UTC,122
virginia,hampton city,2020-05-02 00:00:00 +0000 UTC,122
illinois,ogle,2020-05-02 00:00:00 +0000 UTC,122
virginia,newport news city,2020-05-02 00:00:00 +0000 UTC,123
ohio,allen,2020-05-02 00:00:00 +0000 UTC,123
new york,chemung,2020-05-02 00:00:00 +0000 UTC,124
illinois,jackson,2020-05-02 00:00:00 +0000 UTC,125
iowa,dubuque,2020-05-02 00:00:00 +0000 UTC,125
kentucky,muhlenberg,2020-05-02 00:00:00 +0000 UTC,125
virginia,southampton,2020-05-02 00:00:00 +0000 UTC,125
georgia,tift,2020-05-02 00:00:00 +0000 UTC,126
kansas,shawnee,2020-05-02 00:00:00 +0000 UTC,126
arizona,mohave,2020-05-02 00:00:00 +0000 UTC,127
new york,tompkins,2020-05-02 00:00:00 +0000 UTC,128
north carolina,pitt,2020-05-02 00:00:00 +0000 UTC,128
louisiana,east feliciana,2020-05-02 00:00:00 +0000 UTC,128
virginia,fauquier,2020-05-02 00:00:00 +0000 UTC,128
georgia,ware,2020-05-02 00:00:00 +0000 UTC,129
illinois,boone,2020-05-02 00:00:00 +0000 UTC,129
west virginia,jackson,2020-05-02 00:00:00 +0000 UTC,130
indiana,monroe,2020-05-02 00:00:00 +0000 UTC,130
louisiana,union,2020-05-02 00:00:00 +0000 UTC,131
louisiana,franklin,2020-05-02 00:00:00 +0000 UTC,131
georgia,dooly,2020-05-02 00:00:00 +0000 UTC,131
michigan,hillsdale,2020-05-02 00:00:00 +0000 UTC,132
georgia,walton,2020-05-02 00:00:00 +0000 UTC,132
virginia,hanover,2020-05-02 00:00:00 +0000 UTC,133
louisiana,acadia,2020-05-02 00:00:00 +0000 UTC,133
texas,panola,2020-05-02 00:00:00 +0000 UTC,133
california,santa cruz,2020-05-02 00:00:00 +0000 UTC,134
virginia,shenandoah,2020-05-02 00:00:00 +0000 UTC,134
south carolina,darlington,2020-05-02 00:00:00 +0000 UTC,135
indiana,harrison,2020-05-02 00:00:00 +0000 UTC,135
colorado,summit,2020-05-02 00:00:00 +0000 UTC,136
michigan,eaton,2020-05-02 00:00:00 +0000 UTC,136
tennessee,putnam,2020-05-02 00:00:00 +0000 UTC,136
nebraska,sarpy,2020-05-02 00:00:00 +0000 UTC,137
virginia,buckingham,2020-05-02 00:00:00 +0000 UTC,137
kentucky,graves,2020-05-02 00:00:00 +0000 UTC,137
florida,flagler,2020-05-02 00:00:00 +0000 UTC,138
tennessee,madison,2020-05-02 00:00:00 +0000 UTC,138
nebraska,platte,2020-05-02 00:00:00 +0000 UTC,138
texas,victoria,2020-05-02 00:00:00 +0000 UTC,139
ohio,fairfield,2020-05-02 00:00:00 +0000 UTC,140
california,merced,2020-05-02 00:00:00 +0000 UTC,140
pennsylvania,adams,2020-05-02 00:00:00 +0000 UTC,141
alabama,etowah,2020-05-02 00:00:00 +0000 UTC,141
florida,suwannee,2020-05-02 00:00:00 +0000 UTC,141
kentucky,butler,2020-05-02 00:00:00 +0000 UTC,141
new york,greene,2020-05-02 00:00:00 +0000 UTC,142
minnesota,washington,2020-05-02 00:00:00 +0000 UTC,142
ohio,ashtabula,2020-05-02 00:00:00 +0000 UTC,142
louisiana,west feliciana,2020-05-02 00:00:00 +0000 UTC,142
north carolina,rutherford,2020-05-02 00:00:00 +0000 UTC,142
ohio,miami,2020-05-02 00:00:00 +0000 UTC,143
indiana,grant,2020-05-02 00:00:00 +0000 UTC,143
virginia,richmond,2020-05-02 00:00:00 +0000 UTC,143
mississippi,yazoo,2020-05-02 00:00:00 +0000 UTC,144
georgia,coffee,2020-05-02 00:00:00 +0000 UTC,144
rhode island,bristol,2020-05-02 00:00:00 +0000 UTC,144
kentucky,boone,2020-05-02 00:00:00 +0000 UTC,144
georgia,floyd,2020-05-02 00:00:00 +0000 UTC,145
north carolina,gaston,2020-05-02 00:00:00 +0000 UTC,145
iowa,washington,2020-05-02 00:00:00 +0000 UTC,145
minnesota,kandiyohi,2020-05-02 00:00:00 +0000 UTC,145
texas,washington,2020-05-02 00:00:00 +0000 UTC,145
montana,gallatin,2020-05-02 00:00:00 +0000 UTC,146
texas,smith,2020-05-02 00:00:00 +0000 UTC,146
indiana,vanderburgh,2020-05-02 00:00:00 +0000 UTC,147
tennessee,montgomery,2020-05-02 00:00:00 +0000 UTC,148
nebraska,madison,2020-05-02 00:00:00 +0000 UTC,148
mississippi,adams,2020-05-02 00:00:00 +0000 UTC,149
new hampshire,strafford,2020-05-02 00:00:00 +0000 UTC,149
new york,madison,2020-05-02 00:00:00 +0000 UTC,149
ohio,wayne,2020-05-02 00:00:00 +0000 UTC,149
colorado,pueblo,2020-05-02 00:00:00 +0000 UTC,150
mississippi,lincoln,2020-05-02 00:00:00 +0000 UTC,150
georgia,butts,2020-05-02 00:00:00 +0000 UTC,151
washington,kitsap,2020-05-02 00:00:00 +0000 UTC,152
new mexico,doña ana,2020-05-02 00:00:00 +0000 UTC,153
mississippi,pike,2020-05-02 00:00:00 +0000 UTC,153
nebraska,colfax,2020-05-02 00:00:00 +0000 UTC,153
georgia,troup,2020-05-02 00:00:00 +0000 UTC,154
utah,weber,2020-05-02 00:00:00 +0000 UTC,155
new york,genesee,2020-05-02 00:00:00 +0000 UTC,155
georgia,barrow,2020-05-02 00:00:00 +0000 UTC,155
ohio,belmont,2020-05-02 00:00:00 +0000 UTC,156
georgia,clarke,2020-05-02 00:00:00 +0000 UTC,156
utah,wasatch,2020-05-02 00:00:00 +0000 UTC,156
illinois,champaign,2020-05-02 00:00:00 +0000 UTC,156
west virginia,berkeley,2020-05-02 00:00:00 +0000 UTC,156
south dakota,lincoln,2020-05-02 00:00:00 +0000 UTC,156
rhode island,newport,2020-05-02 00:00:00 +0000 UTC,156
florida,santa rosa,2020-05-02 00:00:00 +0000 UTC,157
florida,okaloosa,2020-05-02 00:00:00 +0000 UTC,157
north carolina,granville,2020-05-02 00:00:00 +0000 UTC,157
georgia,lowndes,2020-05-02 00:00:00 +0000 UTC,158
michigan,bay,2020-05-02 00:00:00 +0000 UTC,158
california,kings,2020-05-02 00:00:00 +0000 UTC,158
california,placer,2020-05-02 00:00:00 +0000 UTC,159
ohio,geauga,2020-05-02 00:00:00 +0000 UTC,159
mississippi,holmes,2020-05-02 00:00:00 +0000 UTC,159
maryland,calvert,2020-05-02 00:00:00 +0000 UTC,160
indiana,morgan,2020-05-02 00:00:00 +0000 UTC,160
texas,coryell,2020-05-02 00:00:00 +0000 UTC,160
virginia,james city,2020-05-02 00:00:00 +0000 UTC,161
north carolina,johnston,2020-05-02 00:00:00 +0000 UTC,162
georgia,worth,2020-05-02 00:00:00 +0000 UTC,162
georgia,columbia,2020-05-02 00:00:00 +0000 UTC,163
colorado,broomfield,2020-05-02 00:00:00 +0000 UTC,163
georgia,randolph,2020-05-02 00:00:00 +0000 UTC,163
indiana,jackson,2020-05-02 00:00:00 +0000 UTC,163
idaho,twin falls,2020-05-02 00:00:00 +0000 UTC,164
maryland,st. mary's,2020-05-02 00:00:00 +0000 UTC,164
north carolina,columbus,2020-05-02 00:00:00 +0000 UTC,164
colorado,gunnison,2020-05-02 00:00:00 +0000 UTC,165
mississippi,leflore,2020-05-02 00:00:00 +0000 UTC,165
texas,ellis,2020-05-02 00:00:00 +0000 UTC,166
ohio,warren,2020-05-02 00:00:00 +0000 UTC,166
illinois,randolph,2020-05-02 00:00:00 +0000 UTC,166
texas,hays,2020-05-02 00:00:00 +0000 UTC,167
georgia,crisp,2020-05-02 00:00:00 +0000 UTC,167
tennessee,hamilton,2020-05-02 00:00:00 +0000 UTC,168
ohio,delaware,2020-05-02 00:00:00 +0000 UTC,168
tennessee,robertson,2020-05-02 00:00:00 +0000 UTC,168
mississippi,jones,2020-05-02 00:00:00 +0000 UTC,168
west virginia,kanawha,2020-05-02 00:00:00 +0000 UTC,168
south carolina,anderson,2020-05-02 00:00:00 +0000 UTC,169
minnesota,clay,2020-05-02 00:00:00 +0000 UTC,169
ohio,lake,2020-05-02 00:00:00 +0000 UTC,170
california,yolo,2020-05-02 00:00:00 +0000 UTC,171
michigan,lapeer,2020-05-02 00:00:00 +0000 UTC,171
ohio,medina,2020-05-02 00:00:00 +0000 UTC,172
texas,nacogdoches,2020-05-02 00:00:00 +0000 UTC,172
oklahoma,texas,2020-05-02 00:00:00 +0000 UTC,172
north carolina,harnett,2020-05-02 00:00:00 +0000 UTC,173
north carolina,wilson,2020-05-02 00:00:00 +0000 UTC,173
mississippi,monroe,2020-05-02 00:00:00 +0000 UTC,173
virginia,portsmouth city,2020-05-02 00:00:00 +0000 UTC,173
washington,grant,2020-05-02 00:00:00 +0000 UTC,174
virginia,spotsylvania,2020-05-02 00:00:00 +0000 UTC,174
washington,island,2020-05-02 00:00:00 +0000 UTC,175
iowa,jasper,2020-05-02 00:00:00 +0000 UTC,175
mississippi,pearl river,2020-05-02 00:00:00 +0000 UTC,176
new york,st. lawrence,2020-05-02 00:00:00 +0000 UTC,176
virginia,culpeper,2020-05-02 00:00:00 +0000 UTC,177
arkansas,jefferson,2020-05-02 00:00:00 +0000 UTC,178
arkansas,unknown,2020-05-02 00:00:00 +0000 UTC,178
virginia,suffolk city,2020-05-02 00:00:00 +0000 UTC,178
louisiana,plaquemines,2020-05-02 00:00:00 +0000 UTC,180
north carolina,davidson,2020-05-02 00:00:00 +0000 UTC,180
pennsylvania,butler,2020-05-02 00:00:00 +0000 UTC,180
georgia,fayette,2020-05-02 00:00:00 +0000 UTC,181
alabama,baldwin,2020-05-02 00:00:00 +0000 UTC,181
mississippi,harrison,2020-05-02 00:00:00 +0000 UTC,181
florida,marion,2020-05-02 00:00:00 +0000 UTC,182
pennsylvania,carbon,2020-05-02 00:00:00 +0000 UTC,182
wisconsin,walworth,2020-05-02 00:00:00 +0000 UTC,183
ohio,wood,2020-05-02 00:00:00 +0000 UTC,183
new york,washington,2020-05-02 00:00:00 +0000 UTC,184
michigan,shiawassee,2020-05-02 00:00:00 +0000 UTC,184
indiana,howard,2020-05-02 00:00:00 +0000 UTC,185
alaska,anchorage,2020-05-02 00:00:00 +0000 UTC,185
new york,warren,2020-05-02 00:00:00 +0000 UTC,185
louisiana,st. landry,2020-05-02 00:00:00 +0000 UTC,185
south carolina,berkeley,2020-05-02 00:00:00 +0000 UTC,185
georgia,terrell,2020-05-02 00:00:00 +0000 UTC,185
missouri,buchanan,2020-05-02 00:00:00 +0000 UTC,185
maryland,cecil,2020-05-02 00:00:00 +0000 UTC,187
georgia,colquitt,2020-05-02 00:00:00 +0000 UTC,188
minnesota,dakota,2020-05-02 00:00:00 +0000 UTC,189
new hampshire,merrimack,2020-05-02 00:00:00 +0000 UTC,191
georgia,thomas,2020-05-02 00:00:00 +0000 UTC,191
texas,bell,2020-05-02 00:00:00 +0000 UTC,193
arkansas,crittenden,2020-05-02 00:00:00 +0000 UTC,193
tennessee,bedford,2020-05-02 00:00:00 +0000 UTC,193
missouri,saline,2020-05-02 00:00:00 +0000 UTC,193
georgia,paulding,2020-05-02 00:00:00 +0000 UTC,194
louisiana,assumption,2020-05-02 00:00:00 +0000 UTC,194
kentucky,daviess,2020-05-02 00:00:00 +0000 UTC,194
georgia,rockdale,2020-05-02 00:00:00 +0000 UTC,194
california,san luis obispo,2020-05-02 00:00:00 +0000 UTC,196
nebraska,saline,2020-05-02 00:00:00 +0000 UTC,196
mississippi,rankin,2020-05-02 00:00:00 +0000 UTC,197
north carolina,lee,2020-05-02 00:00:00 +0000 UTC,197
indiana,boone,2020-05-02 00:00:00 +0000 UTC,198
louisiana,de soto,2020-05-02 00:00:00 +0000 UTC,198
indiana,delaware,2020-05-02 00:00:00 +0000 UTC,198
florida,martin,2020-05-02 00:00:00 +0000 UTC,199
louisiana,st. mary,2020-05-02 00:00:00 +0000 UTC,199
indiana,floyd,2020-05-02 00:00:00 +0000 UTC,200
north carolina,henderson,2020-05-02 00:00:00 +0000 UTC,201
north carolina,robeson,2020-05-02 00:00:00 +0000 UTC,201
indiana,decatur,2020-05-02 00:00:00 +0000 UTC,201
kentucky,hopkins,2020-05-02 00:00:00 +0000 UTC,201
nebraska,adams,2020-05-02 00:00:00 +0000 UTC,202
georgia,newton,2020-05-02 00:00:00 +0000 UTC,205
new york,columbia,2020-05-02 00:00:00 +0000 UTC,205
illinois,sangamon,2020-05-02 00:00:00 +0000 UTC,207
texas,brazos,2020-05-02 00:00:00 +0000 UTC,208
maine,york,2020-05-02 00:00:00 +0000 UTC,210
connecticut,windham,2020-05-02 00:00:00 +0000 UTC,211
virginia,norfolk city,2020-05-02 00:00:00 +0000 UTC,211
florida,st. johns,2020-05-02 00:00:00 +0000 UTC,212
mississippi,neshoba,2020-05-02 00:00:00 +0000 UTC,212
georgia,coweta,2020-05-02 00:00:00 +0000 UTC,213
georgia,early,2020-05-02 00:00:00 +0000 UTC,214
georgia,spalding,2020-05-02 00:00:00 +0000 UTC,215
alabama,tuscaloosa,2020-05-02 00:00:00 +0000 UTC,216
new york,steuben,2020-05-02 00:00:00 +0000 UTC,217
south carolina,clarendon,2020-05-02 00:00:00 +0000 UTC,218
indiana,shelby,2020-05-02 00:00:00 +0000 UTC,218
south carolina,york,2020-05-02 00:00:00 +0000 UTC,219
florida,sumter,2020-05-02 00:00:00 +0000 UTC,221
california,monterey,2020-05-02 00:00:00 +0000 UTC,222
south carolina,horry,2020-05-02 00:00:00 +0000 UTC,223
north carolina,orange,2020-05-02 00:00:00 +0000 UTC,223
oregon,clackamas,2020-05-02 00:00:00 +0000 UTC,224
maryland,washington,2020-05-02 00:00:00 +0000 UTC,225
georgia,upson,2020-05-02 00:00:00 +0000 UTC,225
mississippi,forrest,2020-05-02 00:00:00 +0000 UTC,226
north carolina,randolph,2020-05-02 00:00:00 +0000 UTC,228
indiana,laporte,2020-05-02 00:00:00 +0000 UTC,229
georgia,baldwin,2020-05-02 00:00:00 +0000 UTC,229
indiana,hancock,2020-05-02 00:00:00 +0000 UTC,229
mississippi,leake,2020-05-02 00:00:00 +0000 UTC,229
georgia,chatham,2020-05-02 00:00:00 +0000 UTC,230
florida,leon,2020-05-02 00:00:00 +0000 UTC,232
alabama,madison,2020-05-02 00:00:00 +0000 UTC,233
florida,lake,2020-05-02 00:00:00 +0000 UTC,234
louisiana,livingston,2020-05-02 00:00:00 +0000 UTC,235
michigan,calhoun,2020-05-02 00:00:00 +0000 UTC,235
tennessee,knox,2020-05-02 00:00:00 +0000 UTC,236
iowa,scott,2020-05-02 00:00:00 +0000 UTC,236
georgia,houston,2020-05-02 00:00:00 +0000 UTC,237
california,marin,2020-05-02 00:00:00 +0000 UTC,242
south carolina,kershaw,2020-05-02 00:00:00 +0000 UTC,243
idaho,canyon,2020-05-02 00:00:00 +0000 UTC,243
wisconsin,rock,2020-05-02 00:00:00 +0000 UTC,243
ohio,portage,2020-05-02 00:00:00 +0000 UTC,243
florida,charlotte,2020-05-02 00:00:00 +0000 UTC,244
louisiana,st. martin,2020-05-02 00:00:00 +0000 UTC,244
kansas,lyon,2020-05-02 00:00:00 +0000 UTC,245
louisiana,st. james,2020-05-02 00:00:00 +0000 UTC,247
south carolina,sumter,2020-05-02 00:00:00 +0000 UTC,248
indiana,porter,2020-05-02 00:00:00 +0000 UTC,250
california,sonoma,2020-05-02 00:00:00 +0000 UTC,252
kentucky,fayette,2020-05-02 00:00:00 +0000 UTC,254
florida,st. lucie,2020-05-02 00:00:00 +0000 UTC,254
north carolina,union,2020-05-02 00:00:00 +0000 UTC,257
virginia,manassas city,2020-05-02 00:00:00 +0000 UTC,258
virginia,rockingham,2020-05-02 00:00:00 +0000 UTC,259
minnesota,anoka,2020-05-02 00:00:00 +0000 UTC,260
michigan,ottawa,2020-05-02 00:00:00 +0000 UTC,261
new jersey,salem,2020-05-02 00:00:00 +0000 UTC,261
virginia,stafford,2020-05-02 00:00:00 +0000 UTC,262
massachusetts,franklin,2020-05-02 00:00:00 +0000 UTC,263
virginia,chesapeake city,2020-05-02 00:00:00 +0000 UTC,263
louisiana,iberia,2020-05-02 00:00:00 +0000 UTC,265
missouri,jefferson,2020-05-02 00:00:00 +0000 UTC,265
north dakota,grand forks,2020-05-02 00:00:00 +0000 UTC,265
north carolina,forsyth,2020-05-02 00:00:00 +0000 UTC,266
indiana,bartholomew,2020-05-02 00:00:00 +0000 UTC,266
mississippi,jackson,2020-05-02 00:00:00 +0000 UTC,267
mississippi,madison,2020-05-02 00:00:00 +0000 UTC,268
oklahoma,washington,2020-05-02 00:00:00 +0000 UTC,268
tennessee,wilson,2020-05-02 00:00:00 +0000 UTC,268
south carolina,beaufort,2020-05-02 00:00:00 +0000 UTC,269
texas,walker,2020-05-02 00:00:00 +0000 UTC,269
texas,randall,2020-05-02 00:00:00 +0000 UTC,270
california,solano,2020-05-02 00:00:00 +0000 UTC,271
louisiana,rapides,2020-05-02 00:00:00 +0000 UTC,273
ohio,columbiana,2020-05-02 00:00:00 +0000 UTC,274
florida,alachua,2020-05-02 00:00:00 +0000 UTC,275
florida,pasco,2020-05-02 00:00:00 +0000 UTC,275
north carolina,cumberland,2020-05-02 00:00:00 +0000 UTC,275
iowa,louisa,2020-05-02 00:00:00 +0000 UTC,277
florida,clay,2020-05-02 00:00:00 +0000 UTC,278
iowa,tama,2020-05-02 00:00:00 +0000 UTC,278
illinois,unknown,2020-05-02 00:00:00 +0000 UTC,278
minnesota,olmsted,2020-05-02 00:00:00 +0000 UTC,282
louisiana,washington,2020-05-02 00:00:00 +0000 UTC,282
colorado,logan,2020-05-02 00:00:00 +0000 UTC,288
pennsylvania,columbia,2020-05-02 00:00:00 +0000 UTC,290
alabama,tallapoosa,2020-05-02 00:00:00 +0000 UTC,290
illinois,kendall,2020-05-02 00:00:00 +0000 UTC,291
louisiana,bossier,2020-05-02 00:00:00 +0000 UTC,292
kentucky,kenton,2020-05-02 00:00:00 +0000 UTC,292
mississippi,desoto,2020-05-02 00:00:00 +0000 UTC,294
alabama,chambers,2020-05-02 00:00:00 +0000 UTC,294
michigan,berrien,2020-05-02 00:00:00 +0000 UTC,294
indiana,elkhart,2020-05-02 00:00:00 +0000 UTC,295
utah,davis,2020-05-02 00:00:00 +0000 UTC,296
florida,brevard,2020-05-02 00:00:00 +0000 UTC,297
nebraska,lancaster,2020-05-02 00:00:00 +0000 UTC,299
michigan,muskegon,2020-05-02 00:00:00 +0000 UTC,301
south carolina,spartanburg,2020-05-02 00:00:00 +0000 UTC,302
michigan,monroe,2020-05-02 00:00:00 +0000 UTC,303
new york,broome,2020-05-02 00:00:00 +0000 UTC,305
north carolina,cabarrus,2020-05-02 00:00:00 +0000 UTC,310
washington,whatcom,2020-05-02 00:00:00 +0000 UTC,311
new york,rensselaer,2020-05-02 00:00:00 +0000 UTC,311
ohio,montgomery,2020-05-02 00:00:00 +0000 UTC,311
texas,williamson,2020-05-02 00:00:00 +0000 UTC,313
ohio,butler,2020-05-02 00:00:00 +0000 UTC,318
georgia,bibb,2020-05-02 00:00:00 +0000 UTC,319
georgia,mitchell,2020-05-02 00:00:00 +0000 UTC,319
georgia,muscogee,2020-05-02 00:00:00 +0000 UTC,320
texas,jefferson,2020-05-02 00:00:00 +0000 UTC,320
georgia,bartow,2020-05-02 00:00:00 +0000 UTC,324
ohio,trumbull,2020-05-02 00:00:00 +0000 UTC,324
alabama,shelby,2020-05-02 00:00:00 +0000 UTC,324
pennsylvania,franklin,2020-05-02 00:00:00 +0000 UTC,325
georgia,lee,2020-05-02 00:00:00 +0000 UTC,327
texas,taylor,2020-05-02 00:00:00 +0000 UTC,327
indiana,clark,2020-05-02 00:00:00 +0000 UTC,329
south carolina,florence,2020-05-02 00:00:00 +0000 UTC,329
georgia,forsyth,2020-05-02 00:00:00 +0000 UTC,331
alabama,marshall,2020-05-02 00:00:00 +0000 UTC,334
georgia,douglas,2020-05-02 00:00:00 +0000 UTC,335
michigan,st. clair,2020-05-02 00:00:00 +0000 UTC,336
illinois,madison,2020-05-02 00:00:00 +0000 UTC,337
new jersey,cape may,2020-05-02 00:00:00 +0000 UTC,337
missouri,jackson,2020-05-02 00:00:00 +0000 UTC,339
texas,hidalgo,2020-05-02 00:00:00 +0000 UTC,340
georgia,habersham,2020-05-02 00:00:00 +0000 UTC,344
washington,skagit,2020-05-02 00:00:00 +0000 UTC,345
washington,franklin,2020-05-02 00:00:00 +0000 UTC,348
rhode island,washington,2020-05-02 00:00:00 +0000 UTC,350
kentucky,warren,2020-05-02 00:00:00 +0000 UTC,352
michigan,livingston,2020-05-02 00:00:00 +0000 UTC,352
virginia,accomack,2020-05-02 00:00:00 +0000 UTC,353
mississippi,scott,2020-05-02 00:00:00 +0000 UTC,354
wisconsin,waukesha,2020-05-02 00:00:00 +0000 UTC,356
illinois,kankakee,2020-05-02 00:00:00 +0000 UTC,358
california,imperial,2020-05-02 00:00:00 +0000 UTC,358
iowa,muscatine,2020-05-02 00:00:00 +0000 UTC,360
washington,clark,2020-05-02 00:00:00 +0000 UTC,361
new york,saratoga,2020-05-02 00:00:00 +0000 UTC,361
texas,moore,2020-05-02 00:00:00 +0000 UTC,363
michigan,jackson,2020-05-02 00:00:00 +0000 UTC,364
pennsylvania,cumberland,2020-05-02 00:00:00 +0000 UTC,365
washington,spokane,2020-05-02 00:00:00 +0000 UTC,371
connecticut,unknown,2020-05-02 00:00:00 +0000 UTC,371
florida,sarasota,2020-05-02 00:00:00 +0000 UTC,372
north carolina,chatham,2020-05-02 00:00:00 +0000 UTC,375
utah,summit,2020-05-02 00:00:00 +0000 UTC,375
massachusetts,unknown,2020-05-02 00:00:00 +0000 UTC,377
mississippi,lauderdale,2020-05-02 00:00:00 +0000 UTC,378
ohio,stark,2020-05-02 00:00:00 +0000 UTC,379
alabama,montgomery,2020-05-02 00:00:00 +0000 UTC,379
virginia,richmond city,2020-05-02 00:00:00 +0000 UTC,382
georgia,carroll,2020-05-02 00:00:00 +0000 UTC,383
colorado,larimer,2020-05-02 00:00:00 +0000 UTC,384
pennsylvania,schuylkill,2020-05-02 00:00:00 +0000 UTC,384
texas,webb,2020-05-02 00:00:00 +0000 UTC,385
georgia,sumter,2020-05-02 00:00:00 +0000 UTC,385
kansas,leavenworth,2020-05-02 00:00:00 +0000 UTC,386
north carolina,rowan,2020-05-02 00:00:00 +0000 UTC,388
pennsylvania,pike,2020-05-02 00:00:00 +0000 UTC,394
florida,seminole,2020-05-02 00:00:00 +0000 UTC,395
colorado,morgan,2020-05-02 00:00:00 +0000 UTC,395
pennsylvania,westmoreland,2020-05-02 00:00:00 +0000 UTC,396
alabama,lee,2020-05-02 00:00:00 +0000 UTC,397
hawaii,honolulu,2020-05-02 00:00:00 +0000 UTC,400
california,stanislaus,2020-05-02 00:00:00 +0000 UTC,400
wisconsin,racine,2020-05-02 00:00:00 +0000 UTC,408
new mexico,sandoval,2020-05-02 00:00:00 +0000 UTC,410
illinois,rock island,2020-05-02 00:00:00 +0000 UTC,412
virginia,virginia beach city,2020-05-02 00:00:00 +0000 UTC,413
south carolina,lexington,2020-05-02 00:00:00 +0000 UTC,414
georgia,richmond,2020-05-02 00:00:00 +0000 UTC,415
kansas,sedgwick,2020-05-02 00:00:00 +0000 UTC,418
tennessee,williamson,2020-05-02 00:00:00 +0000 UTC,419
texas,cameron,2020-05-02 00:00:00 +0000 UTC,421
vermont,chittenden,2020-05-02 00:00:00 +0000 UTC,422
oklahoma,cleveland,2020-05-02 00:00:00 +0000 UTC,430
wisconsin,dane,2020-05-02 00:00:00 +0000 UTC,433
indiana,madison,2020-05-02 00:00:00 +0000 UTC,434
arizona,pinal,2020-05-02 00:00:00 +0000 UTC,435
pennsylvania,beaver,2020-05-02 00:00:00 +0000 UTC,435
north carolina,guilford,2020-05-02 00:00:00 +0000 UTC,437
michigan,kalamazoo,2020-05-02 00:00:00 +0000 UTC,442
massachusetts,berkshire,2020-05-02 00:00:00 +0000 UTC,448
louisiana,calcasieu,2020-05-02 00:00:00 +0000 UTC,449
maryland,wicomico,2020-05-02 00:00:00 +0000 UTC,452
minnesota,ramsey,2020-05-02 00:00:00 +0000 UTC,453
south carolina,charleston,2020-05-02 00:00:00 +0000 UTC,456
louisiana,terrebonne,2020-05-02 00:00:00 +0000 UTC,456
new york,niagara,2020-05-02 00:00:00 +0000 UTC,457
connecticut,tolland,2020-05-02 00:00:00 +0000 UTC,461
louisiana,lafayette,2020-05-02 00:00:00 +0000 UTC,464
maryland,harford,2020-05-02 00:00:00 +0000 UTC,468
virginia,harrisonburg city,2020-05-02 00:00:00 +0000 UTC,470
louisiana,iberville,2020-05-02 00:00:00 +0000 UTC,472
louisiana,st. bernard,2020-05-02 00:00:00 +0000 UTC,474
new york,oneida,2020-05-02 00:00:00 +0000 UTC,474
maryland,carroll,2020-05-02 00:00:00 +0000 UTC,480
ohio,lorain,2020-05-02 00:00:00 +0000 UTC,480
georgia,cherokee,2020-05-02 00:00:00 +0000 UTC,482
kansas,johnson,2020-05-02 00:00:00 +0000 UTC,486
iowa,johnson,2020-05-02 00:00:00 +0000 UTC,487
idaho,blaine,2020-05-02 00:00:00 +0000 UTC,487
washington,benton,2020-05-02 00:00:00 +0000 UTC,494
michigan,ingham,2020-05-02 00:00:00 +0000 UTC,497
kansas,finney,2020-05-02 00:00:00 +0000 UTC,503
florida,osceola,2020-05-02 00:00:00 +0000 UTC,504
mississippi,hinds,2020-05-02 00:00:00 +0000 UTC,505
illinois,st. clair,2020-05-02 00:00:00 +0000 UTC,507
arizona,apache,2020-05-02 00:00:00 +0000 UTC,507
california,santa barbara,2020-05-02 00:00:00 +0000 UTC,508
oregon,washington,2020-05-02 00:00:00 +0000 UTC,509
florida,volusia,2020-05-02 00:00:00 +0000 UTC,509
georgia,henry,2020-05-02 00:00:00 +0000 UTC,512
arizona,coconino,2020-05-02 00:00:00 +0000 UTC,512
florida,polk,2020-05-02 00:00:00 +0000 UTC,514
iowa,dallas,2020-05-02 00:00:00 +0000 UTC,515
colorado,douglas,2020-05-02 00:00:00 +0000 UTC,518
nebraska,dawson,2020-05-02 00:00:00 +0000 UTC,518
new york,schenectady,2020-05-02 00:00:00 +0000 UTC,521
illinois,winnebago,2020-05-02 00:00:00 +0000 UTC,521
wisconsin,kenosha,2020-05-02 00:00:00 +0000 UTC,521
oregon,marion,2020-05-02 00:00:00 +0000 UTC,523
maine,cumberland,2020-05-02 00:00:00 +0000 UTC,527
minnesota,stearns,2020-05-02 00:00:00 +0000 UTC,531
florida,escambia,2020-05-02 00:00:00 +0000 UTC,538
arkansas,pulaski,2020-05-02 00:00:00 +0000 UTC,539
kansas,seward,2020-05-02 00:00:00 +0000 UTC,539
texas,brazoria,2020-05-02 00:00:00 +0000 UTC,542
iowa,marshall,2020-05-02 00:00:00 +0000 UTC,545
colorado,eagle,2020-05-02 00:00:00 +0000 UTC,546
